0.0201,0.000818647,0.249181,0.25,0.705948
0.04,0.00327663,0.246723,0.25,0.702458
0.06,0.00743308,0.242567,0.25,0.696515
0.08,0.0132887,0.236711,0.25,0.688057
0.1,0.0208237,0.229176,0.25,0.677017
0.12,0.0299878,0.220012,0.25,0.663343
0.14,0.0406977,0.209302,0.25,0.646997
0.1601,0.0529007,0.197099,0.25,0.627852
0.1801,0.0663239,0.183676,0.25,0.606096
0.2001,0.0808402,0.16916,0.25,0.581652
0.2201,0.096234,0.153766,0.25,0.554556
0.2401,0.112261,0.137739,0.25,0.52486
0.2601,0.128651,0.121349,0.25,0.492643
0.2801,0.145117,0.104883,0.25,0.458003
0.3001,0.161353,0.0886467,0.25,0.421062
0.3201,0.177052,0.0729481,0.25,0.381964
0.3401,0.191903,0.0580972,0.25,0.340873
0.3601,0.205605,0.044395,0.25,0.297977
0.3801,0.217874,0.0321259,0.25,0.253479
0.4001,0.22845,0.0215498,0.25,0.207605
0.4201,0.237105,0.0128946,0.25,0.16059
0.4401,0.243651,0.00634921,0.25,0.112687
0.4601,0.247942,0.00205809,0.25,0.0641575
0.4801,0.249883,0.000116577,0.25,0.0152694
0.5001,0.249432,0.000567984,0.25,0.0337041
0.5201,0.246598,0.00340223,0.25,0.0824892
0.5401,0.241444,0.00855616,0.25,0.130814
0.5601,0.234084,0.0159155,0.25,0.178413
0.5801,0.224682,0.0253185,0.25,0.225027
0.6001,0.213439,0.0365608,0.25,0.27041
0.6201,0.200598,0.0494015,0.25,0.31433
0.6401,0.186429,0.0635708,0.25,0.356569
0.6601,0.171223,0.0787768,0.25,0.39693
0.6801,0.155285,0.0947146,0.25,0.435235
0.7001,0.138926,0.111074,0.25,0.471325
0.7201,0.122454,0.127546,0.25,0.505065
0.7401,0.106168,0.143832,0.25,0.536343
0.7601,0.0903491,0.159651,0.25,0.565068
0.7801,0.0752585,0.174742,0.25,0.591171
0.8001,0.0611301,0.18887,0.25,0.614605
0.8201,0.0481681,0.201832,0.25,0.635345
0.8401,0.0365444,0.213456,0.25,0.653384
0.8601,0.026397,0.223603,0.25,0.668735
0.8801,0.0178303,0.23217,0.25,0.681424
0.9001,0.0109151,0.239085,0.25,0.691498
0.9201,0.00569016,0.24431,0.25,0.699013
0.9401,0.00216424,0.247836,0.25,0.704039
0.9601,0.000318614,0.249681,0.25,0.706656
0.9801,0.000109858,0.24989,0.25,0.706951
1.0001,0.00147303,0.248527,0.25,0.705021
1.0201,0.00432489,0.245675,0.25,0.700964
1.0401,0.00856712,0.241433,0.25,0.694885
1.0601,0.0140895,0.235911,0.25,0.686892
1.0801,0.0207729,0.229227,0.25,0.677092
1.1001,0.0284921,0.221508,0.25,0.665594
1.1201,0.0371184,0.212882,0.25,0.652505
1.1401,0.0465216,0.203478,0.25,0.637932
1.1601,0.0565724,0.193428,0.25,0.621977
1.1801,0.0671439,0.182856,0.25,0.604741
1.2001,0.0781129,0.171887,0.25,0.586323
1.2201,0.089361,0.160639,0.25,0.566814
1.2401,0.100776,0.149224,0.25,0.546304
1.2601,0.112251,0.137749,0.25,0.524879
1.2801,0.123688,0.126312,0.25,0.502617
1.3001,0.134994,0.115006,0.25,0.479595
1.3201,0.146085,0.103915,0.25,0.455884
1.3401,0.156882,0.0931177,0.25,0.43155
1.3601,0.167316,0.0826842,0.25,0.406655
1.3801,0.177322,0.0726785,0.25,0.381257
1.4001,0.186842,0.0631579,0.25,0.355409
1.4201,0.195826,0.0541735,0.25,0.329161
1.4401,0.204229,0.0457709,0.25,0.302559
1.4601,0.21201,0.0379899,0.25,0.275644
1.4801,0.219135,0.0308653,0.25,0.248456
1.5001,0.225572,0.0244275,0.25,0.221032
1.5201,0.231298,0.0187025,0.25,0.193403
1.5401,0.236288,0.0137121,0.25,0.165603
1.5601,0.240525,0.00947486,0.25,0.137658
1.5801,0.243994,0.00600573,0.25,0.109597
