0.5001,-1.22451,0.0337041
1.0001,-0.980622,0.705021
1.5001,-0.724607,0.221032
2.0001,-0.788148,-0.461504
2.5,-1.1072,-0.630823
3,-1.19019,0.391122
3.5,-0.874845,0.624405
4,-0.707107,0.000840763
4.5,-0.874103,-0.623426
5,-1.18972,-0.393476
5.5,-1.10795,0.629629
6.0001,-0.788605,0.462684
6.5001,-0.724389,-0.21967
7.0001,-0.979925,-0.704869
7.5001,-1.22448,-0.0361233
8.0001,-1.00077,0.707103
8.5001,-0.731469,0.26007
9.0001,-0.775477,-0.426825
9.5001,-1.0889,-0.656531
10.0001,-1.20048,0.332794
10.5001,-0.892909,0.646386
11.0001,-0.707702,0.0410219
11.5001,-0.85673,-0.598726
12.0001,-1.17776,-0.447523
12.5001,-1.12541,0.598242
13.0001,-0.802279,0.496017
13.5001,-0.718686,-0.180205
14.0001,-0.959905,-0.698319
14.5001,-1.22246,-0.10554
15.0001,-1.02091,0.704576
15.5001,-0.739437,0.298595
16.0001,-0.763812,-0.391028
16.5001,-1.06987,-0.676882
17.0001,-1.2091,0.270675
17.5001,-0.911625,0.665521
18.0001,-0.709446,0.0812772
18.5001,-0.840035,-0.571601
19.0001,-1.16428,-0.497172
19.5001,-1.14196,0.561312
20.0001,-0.816884,0.527845
