0.1,7.21645e-15,9.4369e-15,2.33147e-15
0.2,2.23432e-14,7.21645e-15,1.4877e-14
0.3,2.91989e-14,1.53211e-14,1.15671e-14
0.4,6.66134e-15,1.57652e-14,1.49325e-14
0.5,9.54792e-15,1.7486e-14,4.57412e-14
0.6,2.22045e-15,5.32907e-15,2.72837e-14
0.7,-8.60423e-15,-6.43929e-15,3.64708e-14
0.8,-6.88338e-15,-2.22045e-14,3.75255e-14
0.9,1.05471e-14,-3.33067e-15,2.30094e-14
1,3.33067e-16,-1.57652e-14,2.28706e-14
1.1,-1.65978e-14,-9.99201e-16,2.70894e-14
1.2,-1.57929e-14,2.06501e-14,2.226e-14
1.3,-2.18159e-14,-3.83027e-15,3.70953e-14
1.4,-1.22125e-14,-2.55351e-15,2.04281e-14
1.5,-1.89293e-14,9.82547e-15,3.09197e-14
1.6,-3.26961e-14,2.13718e-14,1.65423e-14
1.7,-2.10942e-14,1.47382e-14,1.15602e-14
1.8,-3.88578e-15,1.67089e-14,1.11022e-14
1.9,-3.83027e-15,2.9865e-14,1.24345e-14
2,-7.49401e-15,4.11685e-14,1.9984e-14
2.102,1.11022e-14,2.70894e-14,1.19904e-14
2.202,9.99201e-15,2.14828e-14,9.65894e-15
2.302,8.65974e-15,2.85327e-14,2.93099e-14
2.402,1.43219e-14,3.01981e-14,2.57572e-14
2.502,2.77556e-14,4.44089e-14,3.14748e-14
2.602,1.15463e-14,4.996e-14,4.65461e-14
2.702,1.55986e-14,4.69763e-14,5.66491e-14
2.802,1.39888e-14,6.94236e-14,5.95635e-14
2.902,3.08226e-14,6.68909e-14,4.97657e-14
3.002,2.49939e-14,7.64389e-14,5.26246e-14
3.102,3.4972e-14,8.52096e-14,5.78981e-14
3.202,2.66454e-14,9.47784e-14,4.34375e-14
3.302,1.02141e-14,1.08413e-13,3.29736e-14
3.402,2.80817e-14,1.11688e-13,4.37098e-14
3.502,3.08642e-14,1.08857e-13,4.87388e-14
3.602,3.35287e-14,1.01752e-13,3.15303e-14
3.702,3.71023e-14,1.00031e-13,3.21965e-14
3.802,2.98095e-14,8.10879e-14,2.05391e-14
3.902,5.82728e-14,1.02363e-13,2.94625e-14
4.002,5.07927e-14,9.66588e-14,3.475e-14
4.102,5.12923e-14,1.01863e-13,2.95319e-14
4.202,5.22915e-14,8.84848e-14,3.10862e-14
4.302,6.75016e-14,9.67906e-14,2.10942e-14
4.402,5.10703e-14,9.07607e-14,2.5091e-14
4.502,4.84057e-14,9.69225e-14,1.03251e-14
4.602,3.13916e-14,9.77551e-14,2.38629e-14
